id,text
102,lang gua ko tsan pi gia e ing gi tsuan gia thang ni
103,i ki ia en mih kian kai ho tau bean gua ku to tau e ho
104,na behan siong pan to u tsin gua sui si thau lo
105,eh
106,mng kian guan ho ho
107,s tso ta gi bun bun ku e un thia pha sin li iong gi huat tshiu pho sin phi kai tsin gi su tah phue e tsing khahk lut
108,sui phanm be khi le kho ling i ai ta tsit tai phang hu lai phan
109,si kuan
110,hon tshian
111,ta bong si tshiu a siong sui e si tsun bong tsiong it tshe kho tso tsit hue bo gua bo li
112,i kah te san liap in a ma tsiah tsiah lo kshi na tsiah ko tna oh loh kong ua gu tsu tshut si kau tan m ban tsiah kue tsiah ni phang e in a e
113,ling gua king ki ing bun e gi liau kho tso tsht lai gi su tah phue kai su in Gtsi si tai bing su lat tsekuan su o lo in ui pin luo tsin kuan tsia e gi su e gi su tah phue o Oo la bo tupi in o ma long pai ti tsian thau tsing
114,i kai piak kin siau tai i sing kau ke kim kong kong kui lo ioh e po ian ki ho pan liau liau
115,i si tsit e tsin nau sin leh sen sin lang
116,la si li tsi tua ho tai tsiae ka gua se tsit e khong kian
117,piau ta ka tie tsu tiun tshu bi ah si kong tsht kua tshio khue
118,pbeh pah khong tak phin ia gam tsioh iu huat tian kin op k te ui put po
119,sit li oh
120,i ui tioh phio pang neh king len kong ong po tshuan kah si ping kui si thau tsit tshut ti uan lang hi beh tua ki phin lean hian
121,ah li be gua tho lui si li long tioh gua en neh
122,phau ke a m thang na
123,tsiuok tse lang leh ioh a lak a e ti sian mih si tsun to tan
124,bo lun tian si iah tean tai ta ke sian sian ku ku kam sia ui tai e bu tshin tak ke log su iau
125,ha tingn sian mih ta tsi
126,gua hiong i suat bing hit kian tai tsi
127,kit tsun ho lan the lai liah siu khie tsia h a
128,kam ka khi lai na e u ta po a iutshiu guan lai khua lok e gua i m si tso sian mih tai tsi
129,ke lang bioh khau e thean pu la siong u Rian
130,su tsiah kong hng lai u tsian tse lang ti hia sng hok khem ong
131,ti bi ko po tinm mo r tsing tso po tong tng iam e si tsing tshu bin tsu tong the mia tsham suan tsong thong e
132,na si tsau kahng o e kua le to si thong ko na si khi tsiah kua leh to si piang ko tse si kang khuan bo kang sai hu tsuat tui m thang hut m tioh
133,gua ka ti lai to sai ah
134,bun li guan kua khen hiong in khuan pin a to u tsit king san tsap ni kiun bo a lau
135,tsan tka phue i to tso sean a sio m bian tsia pn a hioh
136,hang ke a lai king ta tsit e suan hang siong tho to
137,ka lin peh tiam lih kong
138,iu un gian tai han ki sut ha in tsu sin kang ting hi tso li kau siu
139,gu a li khuan leh tsio sui tsiok ko tsuie iun tsog mneh lang be ti tsit su h tsau in na ki tui po li tu lai ti
140,tsean se i tsit kui kang liam mi hua kuan liam i hua louah ka me si tiohm la li a
141,ui tsit e kak to khuan tsu tong gi su tah phue thong ke pio tui su tian su tiau e siu lok e tang the kiong tsit kua kian gi
142,la sit pai kui beh pue bong
143,i tshian gua bon ng pai to huan hue ah
144,kue na in bo kuanah
145,be khi li khuan mai
146,iau kiu khah ho e sia hue tsing tshi
147,goa kong li tsit e kong mng kau ah gun toa en li ka lih kong ue li tsit ma si sian thai to a
148,a pah ma pha opai m kan
149,in e puk bua koh ka lai tsu san tsia e tsong kha e pu buan hue ihau tui sia hue un ting tso sing thiau tse
150,sin tik tshi tsi ui go hue tsap po gin a in ui ui tng iaum phiak tshut tua tng phah khang king kue kin kip e tshiun sut tsiah kue lin
151,li tshiu mn lik khit lai sun suan ka li pong hui au
152,ho
153,i e phue hu pe pe pih
154,ti ki lun tsok tsia kong ok pma e iu tianm si i tsu tiong su iong king tse ka gua kau e lih iong
155,li khuan ui tsu uo tsiah uau khin ke tsit ma tsing hui tsia bat tai tsi gua tui tan ka u kau tai ah la
156,a lin peh a m h ah la blen tsa bo kian ui tsin a tsang ting pua o la
157,bo khuane khai kue sim
158,a tsit ia iun tsong tsiot sui e
159,li thaun mng tshui tshiu pe lau khok kho a iau koh siun beh ka lang tshua sui bo
160,lan tsit tsun kilok kang ain ng tiam puan tsing
161,a piau na bo lo ui hue ka tian tiau lih ho tihk biau khu e tsiu gia ho bu tiong sim kam kan an ne luanbu
162,an
163,mun kian tshing a ta Xlo e kam e sai ho gun tshi tshing
164,tsai tiun e hai mi a tlok si hua e tha k nua lohn sen thau huat bue e kuhe khau phoa siun uai koh tsi shua khuan tioh ua be khi ki bo phue
165,gua e sing khuan la
166,in ui hue gam tian tian su iau hua liahu ti liau kue thing ho i thian tiu tiu
167,te pok tsu lah ua m tsai to loh ti sit tioh li honh suo huea tsian se ji an ni ka
168,hau tsing kong ui tioh pi sitleh sia hi uan na sin nua thau hg lan to m si to leih go ah si u ian hiah iau i hia e tsiong kimn
169,pun tsiun si tan tan e pe tsho ka suan iong
170,siun beh ka ti khuan i Bu to ai sin khi be tsit tso khah hon e Tit pi usat pi
171,pua e ka a kong tshua lai khi tshai tshi ea
172,mh ha a ah
173,si tsi e sim kha kam be tang tsha ti san ks e tshiu ki a lai bin
174,hle hang tshai lai te u tsham le bong tioh li bong bi tsin tau tsin phang
175,a tsui peh a sang ho gua san tsap pau kng a
176,siang khi tau thi tsit ki phian tsi lai a tig a kgiahk ho khui
177,lai tse lai tse
178,gua a put lah e ing tsit su
179,ho ah in a i king tsiah liau ah kin a jit to kau tsiah ui tsi lo han tsing li an ne ka ta kie kong
180,lai khui mng leh
181,ting ki si kan kau ah tak ke ki i hau ki sik tsun pi ting ki tsin tsing ai sing tshuan ho ho tsiau kah ting ki tsing tsiau sun sin pai tui kiam tsa liau tsiah lai ting ki
182,a peh
183,hin i hiong sng tsho shin lia thang huean pang ho tsho tsong e u hi kang iong li pho si gua e bang
184,kue la tsit si a la
185,sian meh thau lo e B tsit ho khah ha
186,a peh si gua
187,sung nue ho gua tsiah
188,tsian bo huan ing pi lah
189,koh leh khi sing te ua beh lo 
190,tsio ua tsit kha su ip pah phah ka tsua
191,ong thai thai li sim pu sit tsai tsin gau tsu ka kui to phang kong ko
192,ho un la
193,li si tui to ui tit tioh tit tsiah ang 
194,an ne siu kai u e bo bun te po hun kho ling ua bun te
195,e ting ai e lah
196,e khi tshit tioh lang e i su
197,am me a si beh khit tai pa a si be ki tai lam
198,tain si
199,mgua khuan tioh ti ia
200,han kah tua liah e in a a oh tsit lia tsit kak gin ng li ng kak gin san liap tsiah bean tsin io hua be sian khi in tsit kua kian lo lang e tsu
201,gua hit tai tshia tsue kin tsiah ka si liap thai ia tsuan po uan kue
202,su hong be tang pai khik sin lo ah si khi in thau lo e lang kong tai gi
203,iau m koh u lang ui tioh ko jin e li k pang hong sian beh lai sio tsin
204,tsi siang bue a
205,ho ling bo huat to tsun si si le
206,bua pin tioh tsun pi tai sing tshiang kui ki tsing lang hian hun bing su abo in tin
207,m siak pin e ian gbuan tso khi lai ma bo kai khuai lo lo pin e ke iu kui jit ing sean sin
208,ai io
209,sau khai thai lu it king pit khui ah ai kha tean ue ki sai hu lain uman
210,kue hai kuan tsin tsing u tsui ah si pak khuan tshiau kue tsit pa si si e ik the long ai to tiau u lai ta to a ah si pak e ui kiu phin eh tshian tsu tong tan tiau be sai tsa ti sing khut tin
211,li e phue hu bong khi lai iu giu hiu be su a gi a le
212,he tha e sai gua iau be tsiah tioh nih u lang bo huan hi li tua sian hua
213,a ha ha a kiang ke a a tsiuonan pei a
214,ho kha tu iu ho kut liu siu tioh se ji liau liau a kian
215,se n e kau guan si to tsit e
216,tshion beh ho se kai ko khah uan bi sion beh ho ka ting koh khah hing hok siun beh ho se mia koh khah tshiong sit so i
217,kiong tsing khong
218,be li siun ke khi nah
219,kong bon ng ku to beh khi kha tang tshiu a
220,li tioh ai khun khun ho pah
221,thng siun tin gua bo se ji tsiah tioh li e kho
222,lan tsap ni tsing ka jip ta li thio be be mi kian khah bo khi sue
223,hua tso bu hing tsho tshu khan ting ti tai uan hiean tai si te san tsap ji ki
224,tsit le ah si hip le
225,hai kuan thong kue liau au tsiah hi hau ki sik sio tan si kan na u khah liong et tang khi seh bean sue ke
226,mui tsit e lang long si tok li be mui tsit e lang long u ka ti e sing ua king giam kah ti si
227,gua
228,kin a jit e ting hun to honh kam e sai tshian li the gua ka tit kua tong tshong an lai khi in e ui ah ho bo
229,in to si bo ting iso tsia e tap pai long e lau kaung mi kian
230,i ko sia kong tng tso phaie ti tsuan se kai sit ki khuan ui kau ting iu koh kong ue u sian
231,i tsoai to sang kai u tsun giam ka tsit ma e ue sian kang khua
232,in ui sia pi oC tok bai sua tsing tioh ang no tho ho nu a kiau tshia e tshia thau pha o tsit e tsin giam ti ouan
233,lai tsia pai te honh
234,tsiong koan m khing ho pi kok e tshit tshit ean i u ke tse pean tok sam phu lu
235,kio sian mih mia
236,mai an ne bo tai bo tsi to ka lang tphng
237,ma an ne lah
238,eh kau thong ia ni bo hong pe
239,li e ha giap phai iau ki
240,a kam a
241,lau tan guan tsu bin e tang iong ka ti e bu gi sia kong bun khah sit si tsuan hing tsing gi kah tsai hua tsit tua po
242,tsu tsia e lang ka i be tsit ti tho tho hi i hiam siun tsie thoa to kuan khi hing ho lang
243,tsiuk teian no e phah tse long si ke king pun bo sionkg gua tse
244,sau i tshit tsap kau hue sin ko ong san kin ni tsian gueh tsiah ting ki tse ui
245,o gua sit le
246,shiu lai theh hit tiun pPhue tsua na thak bak sai na thuk ti
247,kin le kian leh ah hah pua o khi a
248,k san tso si hi khue
249,nag mng kong tsuei ki sua leh lai kam ko e u hong thai siong tsio tsi si go kang si bo khuane la kuan tsion pin u ing kai si beh huan lo
250,ha kong ma hi
251,a bu gua iam si san he gi a na be hong sim
252,tsan e km muo a ta to li phei tshing ka
253,tuin tshu lai tshiong kik si sian khuan in tiong tuan ein sing beh an tsuan
254,kong ue tit tsing king m thang hi hi tshi
255,sun sun leh
256,gu khuan be tshut lai gkua siae tsoak bun si t tsit tiam bo ho
257,ho ho ho lah a biau kua e lan to be tsit su ho la mai hau honh kuai
258,ah li tsangm tah kiou gua khi be tsit kua liau gua khit huan h lah
259,tin tsing kui kang gua kau tsing tshiak e sia tiun tino sko tu ho ma sia bun tsiun ki tshu tsit tsiong tso huat u tsin tse hong hiam pau kuah bo huat to ing hiong su thai e kiat ko lai po tsing bi kok e li ik sim tsi siong bue ma si tioh the pat lang tsit kha tsh
260,han tsing li tsi tsiok ka siau lian ke huan khuan leh ka kong siau lihan le li tsan ian bo gua e in a tsiah san liap bean tsin naeh
261,pi lai kau ko bio e kah lai
262,bo ka li pian s eam metshai kue po si tsa u kau ho iong e ah na tsun tong liu su iau honh n tang ui gua tsiah theh kui li a tng khi lu khuan mai
263,thau ke gua na hiah san a ISe gua na tshing e lueh
264,hi lai tsiah pong bo
265,gia bi lai hong hiong
266,si an tsuan in e tang khuan bi tsin e gu bi iong tsi a
267,tsit ma si guan tsu bin tsok gngi ong mag bi lai khieh ka gi tai gi long u ki hue
268,than mng e ti e to tsit ku e kong huat lan tai gi be an ne kong
269,li kam tiau koh u ki tha e hong huat lai tso tong siu hua
270,hai ang tai gi bun hak gue khan te tsit pah khong j ki
271,suahn lo lai pe lai siau kai huae ing ki e n tsuan siat pi to sing mng ti hue ing ki e ng ing sang so am ti thau khah ting kik sing i ti i a kha
272,gua thai a li so i tsiah tsiahn ni tshong pong
273,oh sui a bai a
274,tse tshe phain a bin ting u san e tsiu tsiu sa i sik tsui long bo kang
275,in tiam
276,tiam kiam tit pin a tso bo shu jin
277,tio a pe bu tsu hun ai u jin ke lang kai siau tui hong tsau po a m tsai him a ho lu luan ka
278,siong giap sokam sio po ju si tong king ik kiap kiu tshu bu ki tshu kai huai si kia sing tha
279,ahi to kau ho li tsiau ko honh
280,tsiun ho gua koh lin kui pue ah ho bo
281,li kong li
282,m bian bua hia be
283,oh m
284,sat bak a tu liau kau tshi i guah koh u sian mih tik si
285,li ka sing ua e tiong sim khng ti to ui bo tai tsi thang tso e si li kam e khang hi tsit e lang e si
286,tsit uan tho tau kh kong ka mih mi mih tsian ho loh au
287,bo tiam ji N V N su tso
288,tsi uan pung bing li
289,hng m tsian nia
290,sog ni tshiu ki a kam u ho iong
291,e sai tsih tsin a si be sai
292,tsi le u thian sim a a i koh kah in ting se sing khu tsit pai phak tah liau au theh ut ta ka ut kah tshiun sin ea kang khuan tsing tsha sip tsui u khah 
293,m thang tsha i
294,pi sian mih si tsun beh tng khi tai pa
295,thian kong gin a lang kho u a khah goa tua
296,tng lai ah
297,sin lun te tshian kai sue tsok tsiah sok kong lu sing m si tshuat si to tsian tso lu sing si hong kau iok tso lu sing e tsit ku e i ham tsap un
298,bian koh pian han kah ni te li tsin t hain ua lah
299,sian mih lang kong lio tshin ma khuan e si
300,eh ah li tsia kau e kai mia lah ah li pe kih tso tsioh a kau lah
301,bo jin ho e kuan he
302,en pau lah si gun a kong khah tsa shiong ai khuan e
303,ti e ko tsa si tsun ian taong long e ka tsit iaum muena ka tsit te tha khut ang
304,e a tsia long ka king ting khi la
305,li na koh kia ji san tsap hue ah honh gua tsiah pha ho li tsia
306,anm ne bin a tsa kamg kaung khua si tsit lia tsit ka gin ng lia ng kahk gin san liap tsiah behan tsin leh u lang an ne mn
307,kau tan iau u tsiok tse siau lian lang e tuan gi tah khi bio tsa bo gin a
308,k ofF p uan sio i thi of a sing phi of p so i em i of AB si hu so
309,tng tang sin the huat tshut tsin sit kong i i king siun pah li suak kong m koh kian ng ko tsin sui
310,sin niu sin niu sui tang tang kho te ho ho bo phuan khang sin long pue a phang kuang kuan kian sun tai tai tiong tsiong guan
311,hui tioh siau lo tshi tiun tua lat thui sak kik tua e siau hui tsu gi ho lang tsit si a to sui tiau ti bo pi iau e khai siau
312,beh iong ing bun kah lang ko thong e si tsun li iong tsia e gi su tau tshut tsit ku lan liah tso e thong e ing bun ku m koh kong ing gi e lang kho ling sa bo niau a mng
313,tsip pot ko tse ka lean bing la te ki tha tong phai e i kian u sio khan lian
314,mh
315,kit hua tui khong e bok tik ki sit si po tsing i ka ti tsiahn a kok ka e khuan li
316,u gua kiong po to tshin tshion kholinteon si gue si kau ti ni iok e khln pia ta ha tsit tiun iansak kong
317,li tsit e lau ka li kam bo hun
318,na si aB tian tian sing tui tshut hian m koh e au pia e tsiahp p i gua e su bi thau tsing ma kho ling e tsiahp i gua e 
319,i kian ka bin si pe sut su
320,iu tong phing sian sin u tong ping sean sin li na bu tng leh tshue li tshian kau te ji kui tai sio tan to sia
321,in ta e tian hue long ua e lo i ti e ke tsian kng ei
322,tshia li ti tom tsi sian liau au khai si lau iue to sia
323,tsit te phang lai te khu li mu iau koh sio sio gin a lang un ai tsiah 
324,sin lai kue liau an tsuan
325,thi khi tua kuan tha tsit ia o bak khah hao
326,a gua koh lai tsiau ho lang kheh lah hon
327,ai iam m si lah
328,tong sing hun hap huat hua koh lai khuan o tsiu
329,lai hang lang oh lo u hiong bui gua hang e kong gua o ia khia
330,ng e lang hia ni ho sua kian kau bue bo ua kho ai tshin tshiun sa bu phue tsing hun na e tsian ni po
331,tse to tso sing m na si kan kak siun kheh huei iong siun kuan kuan li siun khun la nia nia tia sei lang khi kuan
332,long ho se hong ui the khuan tso si sin tsing khuan tui gua tsing tshik khah to lit tsih kit e tpiau hi
333,li ng e ti hia si si su sut sit te kong sianh
334,kiu khun ni tai hua bun e tsu liau kho ma khai si ti tai uan tiong kok ting so tsai kean li
335,ma ma bo pe thian l
336,tsiun khuan ma ei kong khuan mai be a kah iun a tshah ti t
337,a la a pha lei kua
338,hiong hiong u tsit e lang ka i io tsing sin i bak tsiu nia kin khuan tioh tsit e bin tshiun tsiok bai e tsa po lang tsian tua sian kak hua
339,si la gun tsa ian m tioh a lah
340,gua u khuan tioh
341,i khen kui puan po long khin bo tha
342,i sing jin iau koh u tsin tng e lo ai in
343,tsap ji pue a sia phua komu iau ki
344,ti jit pun sa kua la khui e hit tang tsun ui phian ang ki ki ki sui
345,bi kok kah Iran ma u tiong tong li ik pi lu Iran tsi shi e Shia bin ping
346,su lai tsisin bun bang tsap e phing lon kah tnla po i jin ui tsin si tai i gi
