id,text
120,i hui tioh phio bang ne king lean kong ong po tshuan ka sih bing kui si thau tsit tshut tai uan lang hi be tua ki phin tean ian
121,ah li me gua tho lui si li lon tioh gua e ne
122,phau kea m thang lah
123,tsiok tse lang li io a lak a e ti sian mih si tsun tot tan
124,bo lun tean si iah tean tai ta ke sian sian ku ku kanm sia ui tai e bu tshi ta ke long su iau
125,hau tin sian mih tai tsi
126,gua hiong i suat bing hit tian tai tsi
127,tsit tsun ho lan the lai lia siu khi e tsia u a
128,kam kak khi lai nma e u tam po a iu tshiu guan lai khuai lok e gui in m si tso sianm mih tai tsi
129,ke lang bioh khau e thin pu la siong u mia
130,tsu tsiah kong hng lai u tsiahn tse lang ti khiah sng phok khi Mong
131,ti bi ko putim mo tsing tso po tong tng iam e si tsing tshu bin tsu tong the mia tsham suan tsong thongk e
132,na si tsau kang o e gua le to si thong ko na si khi tsia kuah le to si phiang ko tse si kang khuan bo kang sai hu tsuat tui m thang hu m tio
133,gua ka ti lai toe sai ah
134,pun li guan koa khen hiong in khuan pin to u tsit king san tsap ni kiun bo ah la
135,tsang tsap phue iu to tso sean a sioh m bian tsiah png a hioh
136,thang ke a lai king t tsit e suan hang siong tho to
137,ika lin peh tiam lh kong
138,iu un gean tai han ki suat hah in tsu sin kang ting hi tso li kau siu
139,pu a li khuan leh tsiok sui tsiok koh tsui e iun tson ne lamg beh ti tsit su lah tsau in a ki tui po e tu lai te
140,tsean sia i tsit kui kang lim mi hua kouan liamg mi hua luah koh me ji tioh ma la li a
141,ui tsit e kak to khuan tsu tong gi su tah phue thong ke pio tui su tian su tiau e siu lok e tang the kiong tsit kua kean gi
142,la sip pai kui beh pue bong
143,i tshia gua bo ng pai to huan hue ah
144,guei na e bo kuan a
145,pe khi li khuan mai
146,iau kiu kha ho e sia hue tsing tshi
147,ua kong li tsit e kong mng kau ah guan toa e leh ka li kong ue li tsit ma si sian thai to a
148,a pahm ma pha o pai m kan
149,in e put bua koh kah lai tsu san tsiah e tsng kha le pun buan hue ha tue sia hue un ting tso sing thiau se
150,sin tik tshi tsit gui go hue tsap po gin a in ui uji tng ia Phiak tshut tua tng pha khang king kue kin kit be tshiu sut tsiah kue bin
151,li tshiu bik khi lai sun suan ka li pong huiha
152,ho
153,i e phue hu pehe peh peh
154,ti kit lun tok tsia kong opama e iu tianm si i tsu tiong su iong king tse ka gua kau e li liong
155,li khuan ui tsun o tsiah kau khin ke tsit ma tsing hui tsia bat tait tsi gua tui tan ka u kau tai ah la
156,a li pe a m ho ah lah lean tsa bo kian gui tsin tsang ting puah loh la
157,bo khuan e khai kue sim
158,a tsit ia un tsong tso sui e
159,li thaung mng tshui tshiu pe lau khok kho a iau koh siun beh ka ang tshua sui bo
160,lan tsit tsun khih lok kang ain ng tiam puan tsing
161,aou pia na bo lo ui hue ka then tiau leh tho tiuh biau khu e tsiu gianp ho bu tiong sim kanm kan an ne luan bu
162,han
163,gun kian tshing ai tsalo e kam be sai ho gun tshi tshing
164,tsai tiun e hai mi a long si hua i thai ko naoh loh sen thau huat bu e hue kha phuoa shiun uai ko tshi shuo khuan tio ua be khi ki bo phue
165,gua e sing khua la
166,in ui hue gam tian tian su iau hua liau ti liau kue thing ho i thian tiu ti
167,tse pt tsu la gua m tsai to lo teh sit tioh li honh so huea tsian se ji an n ka
168,hau tsing kong ui tioh pi sea beh sia hia guan na sin nua thau on lan to m si to leh go ah si u ian hia iau i hiah e tsiong kin
169,pun tsiun si kan tan e pe tsho ka suan jiong
170,siun bleh ka ti khuan D a toai sig khi be tsit tso khah hog e ktuit phi iu siat pi
171,gua e ka a kong tshua laei khi tshei tshi ea
172,m ha ha ha ha
173,si tsi e sim kha kan be tang tsha ti san ie tshiu ki a lai bin
174,h hang tshai lai te u tsham li bong tioh li bong bi tsin kau tsin phang
175,a tsui pe a sang ho gua san tsap pau tihng na
176,siang khi tau thi tsit ki phian tsi la ka tin a giap ho khui
177,lai tse lai tse
178,gua a put lah ing tsit su
179,ho lah in a i king tsiah liau ah kin a jit to kau tsia ui tsi loh han tsing li an ne ka tak ti kong
180,lai khui mng leh
181,ting ki si kan kau a tak ke ki hi hau ki sik tsun pi ting ki tsin tsig ai sing tshuan ho ho tsiau ka ting ki tsing tsiau sun si pai tui kiam tsa liau tsiah lai ting ki
182,a peh
183,thin i hiuong e sng tsho sim lia than huaen pang ho tsho tsong e u hi kang tsiong li pho jsit gua e bang
184,kue lai tsit si a lah
185,sian meih tkhau lo e Bi tsit o khahk ha
186,a peh si gua
187,tsung ue ho gua tsia
188,tsiah bo huan ieng lin la
189,ko le khi sing ti ua eh lo 
190,tsi gua tsit kha su li pa pha ka tsua
191,ong thai thai lin sim bu sit tsai tsin gau tsu kah kui to phang kong ko
192,ho un lah
193,li si tui to ui tit tioh tsit tsiah ang a
194,an ne siu kai u e bo bun te po hun kho ling u bun te
195,ea ting ai e la
196,e khi tshit tioh lang e i su
197,a me a si beh khit tai pak ah si beh khi tai lam
198,tain si
199,gua khuan tioh ti ia
200,ha ko tua liah be in a tsit liap tsit kak gin ng li p ng kak gin san lip tsia bean tsin ioh hua bie sian ki in tsit kua kian luo lang e tsu
201,gua hit tai tshia tsue kin tsiah ka si liap thai iah tsuan pong uan kue
202,su hong be tang pai thik sin lo a si khi in thau lo e lang kong tai gi
203,iau m koh ulang ui tioh ko jin e li k pang hong sian beh lai sio tsin
204,tsit siang bue a
205,ho ling bo huat to tsun si si le
206,pua pi tioh tsun pi tai sing tshian kui ki tsing lang thian hun bing su au bo in pin
207,m siah pin e ian guan tso khi lai ma bo kai khuai lok lo pin e ke iu kuei jsit ing sean sin
208,ai io
209,sa khae thai lu i king pit khui ah ai kha tia gue kio sai hu lai uan
210,kue hai kun tsin tsing u tsui ah si pak khuan tshiau kue tsit pah si si e ik the long ai to tiau u laui ta to a ah si pak e ui kim phin neh tshian tsu tong tan tiau le sai tsa ti sing khu tin
211,li e phue hu bong khi lai iu iu iu be sun la gin la l
212,het tha sai gua iau be tsiah tiohn ne u lang bo huan hi leh tua sian hua
213,ah ha ha ah kiong ke a a tsion teh a
214,tho kha tu jiu ho kut liu siu tioh se ji liau liau a kian
215,senea eh kau guan sit toh tsit e
216,sioun beh ho se kai koh khah uan bi siun beh ho ka ting koh khah hing hok siun beh ho se mia koh khah tshiong sit so i
217,kiong tsing khon
218,be li siun khi khi la
219,kong b o kuh toh beh khi tha tang tshiu ua
220,li tioh ai khun khun ho pa
221,hng siun tin gua bo se ji tsiah tioh li e kho
222,lan tsapni tsing ka jip kh li Ti o be be mih kian khah bo khin sue
223,hua tso bu hing tsho tshu khan ting ti tai uan hean tai si te san tsap ji khi
224,tsit e ah sihi li
225,hai kuan thong kue liau au tsiah khi hau khi sik sio tan si kan na u kha liong e tang khi se bean sue ke
226,mui tsit e lang long si tok ih be mui tsit e lang long u ka ti e sing ua king giam ka ti si
227,gua
228,kin a jit e ting hun to honh kam e sai tshian li the gua ka tsit kua tong tshong a lai khi in e ui a ho bo
229,in to si bo ting hso tsiah e tap pai long e lau kaoun mih kian
230,i ko sia kong tong tso phaie ti tsuan se kai si khi khuang ui kau ting iuo koh kong ue u sian
231,i tsa to sang kai u tsun giam ka tsit mahe puo sian kang khua
232,in ui sian pi o to bai suaht tsing tioh ang no tho ho n kiau tshia e tshia thau tha o tsit e tsin giam tioh
233,lai siah pai tui honu
234,tsiong ko m khiang ho bi ko thit tshit an kiu ke tse e pian tok sam phutlu
235,kioh sian mih mia
236,mai an ne bo tai bo tsi to ka lang phng
237,mai an ne lah
238,eh kau thong ia ni bo hong pin
239,li e hak giap khai iau ki
240,a kam ma
241,kau tan guan tsut bi et tan iong ka ti e bu gi sia kong bun khah sit si tsuan hing tsing gi koh tsai hua tsit thua po
242,tsu tsia e lang ka i be tsit t tho th hi i hiam siun tse thoah to kuan khi hing ho lang
243,tsiu tean nao e phah tse log si ki kinm pun bo siokg ua tse
244,sauti tshit tsap kau hue sin ko ong sa mhn kin ni tsian gueh tsiah ting ki tse u
245,bo gua sit le
246,shiu lai theh hi tiun phue tsua na tha bak sai na thou th ti
247,kin leh kin le a han pao khi a
248,ko san tso si hi khu
249,na mng kong tsue kin sua loh lai kamg ko e u hong thai siong tsio tsit si go kang si bo khuan e la guan tsiong pi u ing kai si be huan lo
250,khah kong ma he
251,a bu gua iam si san hue gin a na be hong sinm
252,tsan e kam muoa a pah taou li the i tshing ka
253,tui in tshu lai tshiong kik si sian khuan in tiong tuan e in sing be an tsuan
254,koang ue tik tsing king m thang hi hi tshi
255,sun sun le
256,gua khuan be tshut lai gua sia e tso bun si toh tsit tiam bo ho
257,ho ho ho la a biau kua ie lan to be tsit su ho lag mai hau huonh kuai
258,ah li tsang toh kio gua khi be tsit kua liau gak khit huan hou lah
259,tsin tsing kui kang gua kau tsing tshik e sia tiun tieil co tu ho ma sia bun tsiun ki tshut tsit tsiong tso huat u tsin tse hong hiam pau kuah bo huat to ing hiong su thai e kiat ko lai po tsing bi kok e li ik sim tsi siong bue ma si tioh th pat lang tshit kha tshg
260,han tsing li tsim tsio ka siau lian ke phuan khuan le ka kong siau lian liai li tsan an bo guai in a tsiah san liap bean tsin nah
261,li lai kau ko bio e kah lai
262,bo ka li Phihan tsul NmeTshai kue po si tsa u kau ho iong e la na tsun kong l su iau honh e tang ui gua tsiah theh kui tia tng khi lo khuan mai
263,thau ke guan nau hiah sain iSe guan na tshing e lue
264,hit lai tsia pong bo
265,siok gi kong hm lang tshui ho lui lui
266,tsit an tsuan in e tang khuan bean tsin e guo ble iong tsit la
267,tsit ma si guan tsu bin tsoki tn ba bi lai hikah gi tai gi long u ki hue
268,thian mng e te to tsit khu e kong huat lan tai gi be an ne kong
269,li ka kiau koh u ki th i hong huat lai tso tong siu hua
270,hai ang tai gi bun hak gue khan te tsit pa khong ji ki
271,sua loh lai peh lai siau kai hue ling ki e an tsuan siat pi to sing mng ti hue ling ki en ng ing sang so am ti thau khah ting kik sing i ti i a kha
272,gua thai e li so i tsiah tsiah ni tshong pong
273,o sui a bai ah
274,tse tshe phain ia bin ting u san e tsiu tsiu san e sik tsui long bo kang
275,hian tiam
276,tiam kiam ti pin an tso bo su jin
277,tsio ai pe bu tsu hun a gu jin ki lang kai siau tui hong tsa po a m tsai him a ho luan luang kau
278,siong giasokam shiok po ju si tong king ik kiap kiu tshu bu ki tshu kai huai si kia sing tha
279,aih toh kau ho li tsiau ko honh
280,tsiu ho gua ko linm kui pue a ho bo
281,li kong li
282,m bian bua hiap pen
283,oh m
284,sat pak a tu liau kau tshi i gua koh u sian mih tik si
285,bi ka sing ua e tiong sim khng ti to ui bo tai tsi thang tso e si li kamn e khang hi tsit e lang e si
286,tsit ua tho tau Pih khong kah mih mi mi tsian ho lo au
287,go tiam ji a V Nn su tso
288,tsit uan pang bing li
289,hng m tsian nia
290,so ni tshiu ki a kam u ho iong
291,e sai tsio tsin a si be sai
292,tsi le u thian sim ia a i koh ka in ting se sing khu tsit pai phak ta liau au theh ut tau ka u ka tshiun sin e kang khuan tsing tsha si tsui u khah s
293,m thang tsha i
294,li sin mih si tsun beh tng khi tai pak
295,hian kog gin a lang kho a khah gau toa
296,tng lai ah
297,si lun te tshian kai sue tsok tsia so kong lu sing m si tshut si to tsian tso lu sing si hong kau iok tso Ru sing e tsit ku ue i ham tsap un
298,bian koh pian han kah ni te li tsin to han gua lah
299,tsian ih lang kog lio tshin mau khuan e sim
300,eh ah li tsiah kau g kai mia lah ah lin pe kio te tsioh a kau la
301,bo jin ho e kuan he
302,ean pah lah si guan a kong khah tsa siong ai khuan e
303,ti e ko tsa si tsun pian tong long e ka tsit iang mua ka tsit te thak khu ang
304,eh ah tsia long ka ting ting khiu ai
305,li na koh kiah ji sa tsa hue ah honh gua tsia pha ho li tsiah
306,an ne bn a tsa kang kang khuan si tsit liap tsit kak gi ng biap ng kak in san liap tsiah biean tsin leh u lang an ne m
307,kau tan iau u tsiot tsi siau lian lang e tuan gi ta khit biok tsa bo gin a
308,ki of AB uan sio i phi of sing phi o B so i ei ofB si hu so
309,tng tang sin the huat tshut tsin sit kong i i king siun pah li suat kong m koh ken ko tsin sui
310,si niu sin niu sui tang tang kho te ho ho bo phuan khang sin log tue a phang kuang kuan kian sun tai tai tiong ksiong uan
311,ui tih siau lo tshi tiun tua la thui sap kik tuan e siau hui tsu gi ho lang tsit si a to sui tiau ti bo pit iau e khai siau
312,beh iong ing bun kah lang ko thong e si tsun li iong tsia e gi su tau tshut tsit ku lan liah tso e thong e ing bun ku m koh kong ing gi e lang kho ling sa bon niau a mng
313,tsi po koh tse ka lean bing lait te ki than tong phai e i kian u sio khan lian
314,mh
315,kik huan tui khong e bok tik ki si si po tsing i ka ti tsiag a kok ka e khuan lik
316,u goa kiong to to tsin tshiun klinton si gue ji kau ti niu iok e khun tia ta hak tsit tiun ansat kong
317,li tsit e lau ka li kam bo hun
318,na si AB tian tian sing tui tshut hian m koh i au pia e tsia Bi i gua e su bi thau tsing ma kho ling e tsiap i gua e 
319,i kian kah bin sik peh sut su
320,liu tong phing sian sin iu tong ping sean sin lin nau buo tng leh tshue li tshian kau te ji kui thai sio tan to sia
321,in tau e ten hue long ua e lo i B e ke tsian kong e
322,tshia li ti jon tsi sian liau au khai si lau ue to sia
323,tsit te phang lai te khu li mu iau koh sio sio gin a lang un ai tsiae
324,kin lai kue liau an tsuan
325,thi khi tua kuan a tha tsit nia o ba khah ho
326,ah gua koh lai tsiau ho lang kheh lah honh
327,ai iam m si lah
328,tong sing hun hap huat hua koh lai khuan o tsiu
329,lai hang lang oh lo u hing ui gua hang e kong ua ok kian khia
330,ng e lang hia ni ho suah kian kau bue bo uan kho ai tshin tshiun sat bun hue tsing hun na e tsia ni po
331,tse to tso sing m na si kan gak siun khe hui iong siun kuan kuan li siun khuan lan nia nia tsiah se lang khit kuan
332,long ho se hog mui the khuan tso si sin tshing khuan tui gua tsing tshi khah to li tsik kik e piau h
333,li ng e ti hia si si su sut sit teh kong sian
334,kio khug mi tai hua bun e tsu liau kho ma khai si ti tai uan tiong kouk ting so tsai kean li
335,ma mah bo pe thian l
336,siun khuan mai kong khuan mai be a kaht iun ua tsha ti te
337,ah la a pha be kua
338,iong hiong u tsit e lang ka i io tsing sin i bak tsiu nia ki huan thioh tsit e bin tshiung tsio bai e tsap po lang tsian tua sian kak hua
339,si la gun tsai ian m tio a la
340,gua u khuan tioh
341,i khn kui puan po long khin bo tham
342,i sing jin iau koh u tsin tng e lo ai kin
343,tsap ji pue a siak phua kamu iau ki
344,tit jit pun sa kua lah khui e hit tang tsun kui phian ang ki ki ki sui
345,bi kok kah Iran ma u kiong tong li ik pi lu Iran tsi tshi e Sha bin ping
346,su lai ts sim bum bang tsa e phing lun kan Gnmlau to i gin ui tsin si tai i gi
