id,text
61,so bakt a ti tsa tsing si sian mih khuan lang leh tsiah e
62,tsian ping khui mng loh tshia tsin tsing tshian tsu i tshia sin kah gue tai tiong e phang m thang lakg lue phang li
63,li sing kian tshut khit tan khe ting a
64,han kai tshu hua e tsuain ki tha hong te tsong pho sap pun guan king
65,tsit ma ma si kang khuan a
66,ki tshi tshi tshng tshong teh hau li kam long bo thian e
67,ua ko gua guae a thau kean niu si ta pau ai e i ts lang tsin hou
68,kioh a tha e u kho ling tsiap bean tsin lah
69,a tsi lang kheh kheh khi khi
70,lai tshiun kua
71,kuan ho ka ki e tai tsi to ho lan bo tsai tiau kuan pat lang e ing a tai
72,lai kai ji so tsi ah si tse tsha po hing
73,tso tsit kua sin the bo tian e ka i e tai tsi pho pho than than tsiong i tsing gik khai sin the gia
74,i tsiog lau ka lang kau pue
75,ho i au na si hua sio tshiau kuan ng kang tih ai sui eai kiam tsaoh
76, tse a u lang kha ting ue lai ku sian mi tsit koh gue ti tiam lai lu tse si B lu tshiauk kue tsit saing kho to sang ho khang 
77,ko lin pi bih ka ui ui khi la
78,ia gam tsio iu huat tean kin opPhaEkte ui put po
79,gun ping iu liam mi to beh lai ah tsian ma ha li thi gua t io bi tsit kua mih kian tshian lang tsia
80,Bio it ka mi kah si thau tsing san tsah tsit tah go pah tsit tshing san tshing go tshing e kiong tong su tso e so liong li tshutlai han lo kah tsuan lo hun khui sng thai tho lun tsit e su tso ti mi kah sing e thong ke pio long u tshut haian
81,thenh siu lang beh sue sim 
82,thau lo si tian n ne kah khau
83,hian 
84,ing siong si khang khue tso koh puan me tsiah pn kuan si na phue teian n
85,to tsit khuan sia thau tsui siong thean jian lai bea ng kuan tng khi tshi khuan mai
86,hun be put tshin gun tsa bo kian na u ban it huan le peh io sian mih lai pue gua
87,li kian lo nai kuai kuai kam si khi ui ti
88,oak ba sang li ho li beh ai e mih kian ti tsia
89,hian tshiun han lo po hun e ong lai a kue tsu pun ing kai si tsit e su
90,a ti a huait ke kai khiam 
91,lai kin ai tsiah png lah
92,li iong i e kua sian kah hian la bi miau e suan lut ka ping an ha hing hok thuan tat tsihut khi
93,iaung mkoh tai uan tian ian si gua e sen mi a mo lun an tsuan gua ing uan long bi hong khi
94,siong gue hi phin sua hi e thau tsing tsit puan si ji khong khong pan ni sia e tu tu si to tng tshut pain hi tsit tang 
95,li tsa khi si a pin tuan khi lai khi hue
96,heh i tsin kua i leh tue lang tsau ah
97,na tshuang khui e hiun tong lian si he kun
98,shu la e khang khue tak tak ti tih tak hang long ai gua tso na tso e liau
99,li hi lo ka su kam u kuani u kau suh bi tsau tshut lai
100,hgua lai khi tian ian n
101,bo lun lu ho li gua i king tsit tui ho tsing phuan
102,lan ga ko tsan pin gia beh ing gi tsua iap thang ngi
103,hi khi a mih kian kai ho tau bean gua ku to tau e ho
104,na bean siong pan to u tsin gua sui si thau lo
105,eh
106,mng kian kuan ho ho o
107,s tso tai gi bun bun ku e hun thia phak suin li iong gi huat tshiu phak sin hi kai tsin gi su tah phue e tsing kha lu
108,sui pham be khi le kho ling ai tau tsit tai phang phu la phan
109,si kuan
110,a tshian
111,tah bong si tshiu na siong sui e si tsun bong tsiong it tshe kho tso tsit hue bo kua bo li
112,i kah te san liap in a ma tsiah tsiah loh khi na tsiah ko na o loh kong ua ha gua tsu tsut si kou tan m lan tsia kue tsih ni phang e n a ne
113,ling gua king ki ing bun e gi liau kho tso tshutlaie gi su tah hue kai su in h tstsi si tai lbing su jla ts kuan su o lo in ui pin lo tsin kuan tsia e gi su e gi su tan phue o h la tRot tsuti in o ma long pai ti tsian thau tsing 
114,i kai piap kian siau tai i sing kau ke kin kong kong kui lo ih e po ian kin ho phian liau liau
115,i si tsit e tsi nau sit e sian sin lahng 
116,lo si li tsi tua ho tai tsiah e ka gua se tsit e khong kian
117,piau tai ka ti e tsu tiun tshu bi ah si kong ts kua tshiu khue
118,pbeh pah khong tak phin iagam tsio iu huat tian kin OopPhek teh ui put po
119,sit la o
120,i ui tiohk hio bang neh king lehn kong ong po tshuan ka si ping kui si tshu tsit tshut tai uan lang ship beh tua ki phin teian huian
121,a li meh gua tho lui si li lang tioh gua e neh
122,thau ke ah m thang na
123,tsiok tse lang leh i a lak ah e ti sian mih si tsun to tan
124,bo lun tean si iah teian tai ta ke sian sian kuku kan sia ui tai e bu tshi ta ke lon su iau
125,hau tiun sian mih tai tsi
126,gua hiong i suat bing hit tian tai tsi
127,tit tsun ho lan the lai liah siu khi e tsiau a
128,kam kta khi lai na e u tam po a iut tshiu guan lai khuaitlo e bgua in m si tso sian mih tai tsi
129,ke lang bioh khau e thihn pu la siong u mia
130,su tsiah kong hng lai u tsian tsi lang ti hia sngpho khiam mong
131,ti bi ko ptm o tsing tso po tong tng iam e si tsing tshu bin tsu tong the mia tsham suan tsong thong e
132,na si tsau kang o e kua l to si thong ko na si khi tsiah kua leh to si phiang ko tse si kang khuan bo kan sai hu tsuat tui m thang hut m tioh
133,gua ka ti lai to sai ah
134,pun lim guan ko khin hiong in khuan pin a to u tsit king san tsapm ni kiun bo a lau
135,tsang tkap phue i au to tso sian la sioh m bian tsiah png a hioh
136,hang ke a lai king ta tsit e suan hang siong thoa to
137,ka lin pe tiam leh kuong 
138,iu un gean tai han ki sua ha in tsu sin kang ting hi tso li kau siu
139,u a li khuan leih tsiok sui tsiok ko tsui e iun tsong le lam be ti tsi su la tsau gin a tki tui po le tu lai tei
140,tsean se i tsit kui kang liam mi hua kuan liang mi huah luah ka e si tioh ma la li a
141,ui tsit e kak to khuan tsu tong gi su tah phue thong ke pio tui su tian su tiau e siu lok e tang theh kiong tsit kua kian gi
142,la sit pai kui beh pue bong 
143,i tshia gua bo lng pai to huanhue a
144,kuei nae bo kuan e a
145,peh khit li khuan nma 
146,iau kiu khak ho e sia hue tsing tshi
147,goa kong li tsit e kon mng kau ah guan toua e leh ah li kong ue li tsit ma si sian thai to a
148,a pah mai pha oa paim kan
149,in e put buan koh kah lai tsu san tsiae tsng kha e pu buan hue ha tui sia hue un ting tso sing thiau tse
150,sin ti tshi tsi ui go hue tsap po gin a iun ui ui tng iam piak tshut tua tng phah khang kin kue kin ki e tshiun sut tsiah kue bin 
151,li tshiu nbik khit lai sun suan ka lip pong hui a
152,tho
153,i e phue hu peh e peh peh
154,ti tia lun tsok tsia kong o pam a e iu tiam si i tsu tiong su iong king tse tah gua kau e li liong 
155,li khuan mui tsu uo tsiah au khin ke tsit ma tsing khui tsia bat tai tsi kgua tui ta kah u kau tai uah la
156,a lim pe a m ho a lah len tsa bo kgian ui tsina tsang ting pua loh la
157,bo khuan i kha kue sim 
158,ah tsit ia iun tsong tsiokt sui e
159,li thaung mng tshue tshiu pe lau khok khok a ia koh siun beh kah ang tshua sui boh
160,lan tsit tsun khi Rok kang ain ng tiam pua tsing 
161,a pia na bo lo ui hue ka then tiau leh tho tik biau khu e tsiu giap ho bu tiong sim kanm kan an ne lua bu
162,a
163,gun kian tshing ai sa sr lo e kam e sai ho kgun tshi tshing 
164,tsai tiun e hai mih a long si huae thai ko noa lo sen thau huat bue hue khau pho siun uai ko tshi shua khuan tioh ua be khi kin bo hue
165,gua e sing khuan la
166,in ui hue gam tian tian sun iau hua liau ti liau kue thing ho i thian tiu ti
167,tse puht tsu lah gua m tsai to lo teh si tioh li hon so hue a tsian se ji an ne ka
168,hau tsing kong ui tioh pisealeh sian hing guan na sin nua tha n lan to m si to li o ah si u ian hih iau i hiah e tsiong kin 
169,pun tsiun si tan tan le pi tsho ka suan iohng m
170,siun beh ka ti khuan R ato ai sikn khi be tsit tso khah hon e tsi pi iu sat pi
171,gua e ka a kong tshua lai khi tshai tsi ea
172,mha ha ha a
173,si tsi e sim kha kan me tang tsha ti san t e tshiu ki a lai bin 
174,hi hang tsha lai te u sham le bong tioh li bong bi tsin tau tsin phang 
175,a tsui pe a sang ho gua san tsap pau thnga
176,siang khi tau thi tsit ki phian tsi la ka tin a giah ho khui
177,lai tse lai tse
178,gua a phut lah e ing tsit su
179,ho ah in a i king tsiah liau ah kin a jit to kau tsiahn ui tsi loh han tsing li an ne ka tak kio kong
180,lai khui mng leh
181,ting ki si kan kau ah tak ke kin khi hau ki sik tsun pi tiang kitsin tsing ai sing tshuan kho ho tsiau ka ting ki tsing tsiau sun si pai tui kiam tsa liau tsiah lai ting ki
182,a peh
183,hin i hiong sng tsho sin lia thang hui pang ho tsho tsong e u hi kang tsiong li pho si ua e bang 
184,gue lai tsit si a lah
185,sian meh thau lo p tsit o khah hau
186,a peh si gua
187,tsuong nue ho ghua tsiah
188,tsia bo huan ing li lah
189,kot le khi sing te ua beh o s
190,tsi gua tsit kha su li pah phah ka tsua
191,ong thai thai lin sim pu si tsai tsin gau tsu a kui to phang kong ko
192,ho un lah
193,li si tui to ui tit tioh tsit tsiah ang a 
194,an ne siu kai u e bo bun ti po hun kho ling u bun te
195,e ting ai e lah
196,e khi tshit tioh lang e i su
197,an me a si be kit tai pah ah si beh kit tai lam 
198,tan si
199,mgua khuan tioh ti a
200,than koh tua liap e in a oh tsit liap tsit kak gin ng li ng kak gin san liap tsiah behan tsin ioh hua be sian khi in tsit tkua kian lo lang e tsu 
201,gua hit tai tshia tsue kin tsia ka si tiap thai ia tsuan po uan kue
202,su hong be tang pai thik si lo a si khi in thau lo e lang kokn tai gi
203,iau mkoh u lang ui tioh ko jin e li k pang hong sian beh la sio tsin
204,tsjit siang bue a
205,ho liong bo huat to tsun si si le
206,ua piun tioh tsun pi tai sing tshing kui ki tsing lang hian hun bingsu au bo n tin
207,m sihk pin e ian guan tso khi lai ma bo kai khua lok lo pin e ke iu kuei jit ing sean sin 
208,aih ioh
209,tsau khoa thai lu i kimg pit khui ah ai khah teian gue kioh sai hu lai an
210,kue hai kuan tsin tsing u tsui ah si pap khuan tshiau kue tsit pah s si e iek the long ai to tiau u lai tah to a ah si pak e ui kinm pn e tshian tsu tong tan tiau pe sai tsa ti sing khu tin
211,li e phue hu bong khi lai iu iu iu be sun na gi a l
212,the tha e sai gua iau bi tsiah tiog nleh u lang bo huan hi lih tua sian hua
213,ah ha a ha a tking ke a a tsiun teh a
214,ho khan tu jiu ho ku liu siuh tioh se ji liau liau a kinan
215,Sen g ge kau guan sit to tsit e
216,tsiuon beh ho se kai koh khau uan bi siun beh ho ka tin koh kha hing hok siun beh ho se mia koh khah tshiong sit so i
217,kiong tsing khong 
218,be li siun khe khi lah
219,kong bon ng ku to beh khi kha tang tshiu a
220,li tioh ai khun khun ho pa
221,shng siun tin gua bo se ji tsiahk tioh li e kho
222,lan tsap ni tsing ka jip ka li th o be be mih kian khah bo khi su
223,huan tso bu hingtsho tshu khan ting ti tai uan hian tai si te san tsap ji khi
224,tsit e ah si hi le
225,hai kuan thong kue liau au tsiah khi hau ki sik sio tan si kan na u kha liong e tang khi s eh beian sue ke
226,mui tsit e lang long si tok li beh mui tsit e lang long u ka ti e sing ua king giam ka ti si
227,gua
228,kin a jit e ting hun to honh kam e sai tshian li the gua ka ts kua tong tshong an lai khi in e ui a ho bo
229,in to si bo ting so tsiah e tak pai long e lau kau mi kian
230,I ko sia kong tong tso pha e ti tsuan se kai sit khi khuang ui kau ting iu koh kong gue u sian
231,hi tsai to sang kai u tsun giamkah tsit ma e u sian kang khua
232,in ui siam pi o tok bai suah tsing tioh ang ngo tho hon mua kiau tshia e tshia thau thah o tsit e tsin giam tioan
233,lai tsia ai ten honh
234,tsiong ko m khia ho bi ko e tshi tshit en kiu ke tse pian to sam pu lu
235,kio sian mih mia
236,mai an ne bo tai bo tsi to ka lang thng 
237,mai an ne lah
238,eh kau thong hiah ni bo hong piha 
239,li e hak giap khai iau ki
240,a kam ma
241,kau tan guan tsu bi i tang iong ka ti e bu gi sia kong bun khakh sit si tsuan hing tsing gi koh tsai hua tsit tua po
242,su tsia e lang ka i be tsit pe tho tho hi i hiam siun tsi thoa to kuan khi hing ho lang
243,tsiok tean o e phah tset long si ke kin pun bo sion gua tse
244,sau ti tsit tsap kau hue sin ko ong sa mn kin ni tsian gueh tsia ting ti tse ui
245,mo gua sit lai
246,shiu lai the hit piun phue tsua na phap bak sai na Pthuo ti
247,kin leh kn e a h pua lo ki a
248,tko san tso si hioh khu
249,na mng kong tsui kin sua loh lai kam ko e u hong thaie siong tsio tsit si go kang si bo pkhuan e lah kuan tsiong pin iu ing kai si beh huan o
250,hahk kong ma ha
251,a bu gua iam si san he gin a na e e be hong sim 
252,tsan le kam mo a a tho li thi tshing ka
253,tui n tshu lai tshiong kik si sian khuan in tiong tuan e hin sing beh an tsuan
254,kong ue tit tsing king m thang hi hi tshi
255,sun sun leh
256,gu khuan be tshut lai guat siae tsok bun sit to tsit tiam bo ho
257,ho ho hola a biau kua e lan to be tsit su ho la mai hau huonh kuai
258,ah li tsang to kio gua khi be tsit kua liau gua khit huan hu lah
259,tsin tsing kui kang gua kau tsing tshik e sia tiun teiur s co tu ho ma sia bun tsiun ki tshut tsit tsiong tso huat u tsin tse hong hiam pau kuah bo huat to ing jhiong su thai e kiat ko lai po tsing bi kok e li ik sim tsi siong bue ma si tioh thi pat langtshit kha tshn
260,han tsing li tsitm tsio kak siau lian ke huan khuan le ka kong sia lian le li tsain ian bo guaei in a tsiah san liap bean tsin na
261,li lai kau ko bio e kah lahi
262,bo ka li phia hiatshai kue po si tsai u koau ho iong e lah na tsun kong liu su iau honh en tang ui gua tsia theh kui ie a tng khi lu khuan ma
263,thau ke guan nau hiah san aSseo gua na tshing e lue
264,hit lai tsiah pong bo
265,siok gi kong hm lang tshui ho lui lui
266,tsit an tsuan i e tang khuan bean tsin e gu be iong tsit a
267,tsit ma si guan tsu bin tsok i ng ahg bi lai khe ka gi tai i long u ki hue
268,than mng e te totsit ku e kong huat lan tai gi be an le kog
269,li ka giau koh u ki thag e hong huat lai tso tong siu hua
270,khai ang tai gi bun hak gueh khan te tsit pah khong ji ki
271,suan l lai teh lai siau kai hue ling k e an tsuan siat pi to sing mng ti hue ling ki en ng ping sang so am ti thau kha ting kiauh sing i ti i a kha
272,gua thai li so i tsiah tsiah i tshong pong 
273,o sui a bai ah
274,tse tshe phai an bin ting u san e tsiu tsiu sa e sik tsui long bo kang 
275,in tiam 
276,tiam tiam ti pin a tso bo su jin 
277,tio ai pe bu tsu hun ai u jin gkie lang kai siau tui hong tsa po a m tsai him a ho lua luan kau
278,siong giap so ka mio po u si tong king ik kiap kiu tshut bu ki tshu kaih huai sui kia sing tha
279,ah hi te kau ho li tsiau ko honh
280,tsiu ho gua koh lim kui pue a ho bo
281,i kong li
282,m bian bua hiap en
283,oh m
284,sap bak a tu liau kau tshi i gua koh u sian mih ktik si
285,li kah sing ua e tiong sim khng ti to ui bo tai tsi thang tso e si li kam e khang hi tsit e lang e si
286,tsit ua tho tau khkhong ka mih gi mi tsian ho loh au
287,po tiam si a N V N su tso
288,tsit uan pang bing li
289,hoh m tsian nia
290,so ni tshiu ki a kam u ho iong 
291,e sai tsioh tsin a si be sahi
292,sit le u khian sim a a i koh ka in ting se sing khu tsit pai phak ta liau au theh ut tau ka u ka tshiun sin e kang khuan tsing tsha si tsui u khah s
293,m thang tsha i
294,i sian mih si tsun be tng khi tai pa
295,shian kong gin a lang kho u a khah tua toua
296,tong lai ah
297,sin lun te tshian kai sue tsok tsia so kong lu sing m si tshut si to tsian tso lu sing si hong kau iok tso lu sing eh tsit ku e i ham tsap un 
298,bian koh pian han kah ni te li tsin to hain ua la
299,tsian mih lang kog lio tshin ma khuan e sin 
300,eh ah li tsiah kau g kai mia lah ah lim pe kioh kte tsio a kau la
301,bo jin ho e kuan he
302,ean pa lah si gun a kong kha tsa siong ai khuan e
303,si e ko tsa si tsun pian tong long e ka tsit liang mue a kah tsit te tha khu an
304,h ah tsia long ka tin ting khi la
305,hli la ko kia ji tsan tsa hue ah honh gua tsiah pha ho li tsiah
306,an ne bin a tsa kmg kang khua si tsit liap tsit ka gin ng liahp ng kak gin san liap tsiah bean tsin leh u lang an ne m
307,kau tan iau u tsiok tse siau lian lang e tua gi tah khi liok tsap gou gin a
308,ki of A uan sio i hi of sing h ofk B so i imi of aAB si hu so
309,tng tang sin the huat tshut tsin sit kong i it king siun pah li suat kong m koh ken ng koh tsin sui
310,sin niu sin niu sui tang tangkho te ho ho bo phuan khang sin long pue a phang kuang kuan kian sun tai tai tiong tsiong guan 
311,hui tioh siau lo tshi tiun tua la thmui sak kik tua e siau hui tsiu gi ho lang tsit si a to sui tiau ti bo pit iau e khai siau
312,beh iong ing bun kah lang ko thong e si tsun li iong tsia e gi su tau tshut tsit ku lan liah tso e thong e ing bun ku m koh kong ing gi e lang kho ling sa bo iau a mng 
313,tsi pu ko tse ka lan bing lai te ki tha tong phai e i kiean u sio khan lean 
314,mh
315,kit hua tui khong e bok tik ki sit si po tsig i ka ti tsiahng ak kok ka e khuan li
316,pu goa kiong po to tsin tshion khalintan si gueh ji kau ti niun io e k ti a tai hak tsit tiun inSuat kong 
317,li tsit eh lau kau li kam bo hun 
318,na si eAB tian tian sing tui tshut hian m koh e au piah e tsiah B gua e su bi thau tsing ma kho ling et tsiahp h i gua e s
319,i kian kai bin si pe sut su
320,siun tong phing sian sin iu tong ping sean sin lin nau bu tng leh tshue li tshian kau te ji kui tai sio tan to sia
321,in tau e ten hue long ua e lo i ti e ke tsian kong i
322,tshiah li ti to tsi sian liau au khai si lau ue to sia
323,tsit te phan lai te khu li mu iau koh sio sio gin a lang un ai tsia 
324,ki n lai kue liau an tsuan
325,thi khi tua kuan a tha tsit nia o bak kha ho
326,a gua koh ai tsiau ho lang kheh lah hon
327,ai am m si lah
328,tong sing hun hap huat hua koah lai khuan o tsiu
329,lai hang lang oh lo u hig ui gua hang e kong ua on hia hia
330,ng e lang hiah ni ho suah kian kau bu e bo ua khoai tshin tshiun sat bu phue tsiong hun na e tsian ni po
331,tse to tso sing m ha si kan gahk siun khe hui iong siun kuankuan li siun khuan an nianea tsia tse lang hi kuani
332,long ho se hong mui the khuan tso si sin tsing khuan tui gua tsing tshik khah tok li tsit kik ea tpiau hi
333,li ng e ti hia si si su ut si teh kong sian
334,kiu khuang mi tai hua bun e tsu liau kho ma khai si ti tai uan tiong kok ting so tsai kian li
335,ma ma bo pe thian l
336,siun khuan mai kong khuan mai be a kah iun a tsha ti to
337,a lak ga phah lbe kua
338,siong hiong u tsit e lang ka i io tsing sin i bak tsiu nia ki huan tioh tsit e bin tshiun tsiok bai e tsa po lang tsian tua sian ka hua
339,si la un tsai ian m tioh a la
340,gua u khuan tioh
341,i khin kui puan po long kh bo tham 
342,i sing jin iau koh u tsin tng e lo ai in
343,tsap ji pue a siahk pha kam u iau ki
344,i jip pun sa kut la khui e hit tang tsun khui phian ang ki ki ke sui
345,bi kok kah Iran ma u tiong tong li ik pi lu Iran tsi tshi e Shia bin ping
346,tsun la tsinm bu bang tsam e phing lun ka n laeau po i in ui tsin si tai i gi
